你叫什么	我也不知道，你帮我取个呗！
风吹麦苗	一边倒
风吹墙头草	两边倒
风吹云朵	飘浮不定
风刮尘土	不费吹灰之力
风刮帽子扣麻雀	意外收获
风口上点油灯	吹了
风马牛	不相及
风门上的皮条	来回拽
风扫杨花	下落不明；不知下落
风匣改棺材	装人
风箱换上鼓风机	一个比一个会吹
风扬石磙	胡说一气；真能吹
风筝脱了线	扶摇直上；摇摇欲坠
风中鹅毛	无影无踪 
疯狗的脾气	一见人就咬；乱咬人
疯狗跳墙头	急红了眼；逼的；逼出来的
疯狗咬人	叼住不放
疯狗咬月亮	狂妄（汪）；不知天高地厚
疯姑娘讲笑话	嘻嘻哈哈
蜂糖蒸核桃仁	又甜又香
蜂窝里挖蛋	-想换蜇了
逢年过生日	双喜临门
缝衣针当锥子使	难通过；通不过
缝衣针对钻头	针锋相对
凤凰跌到鸡窝里	落魄了
凤凰麻雀换巢	贵贱颠倒
凤凰身上插鸡毛	多此一举
凤凰下鸡	一辈不如一辈；一代不如一代
凤仙花结籽	碰不得
凤有凤巢，鸟有鸟窝	互不相干；各不相干
佛爷的眼珠儿	动不得
佛爷脸上刮金子	刻薄；细索求；浅薄
夫妻吵架家不和	不知谁是谁非；难断是非
夫妻反目	事出有因；说来话长
夫妻俩打铁	对手
夫妻俩看热闹	又说又笑
夫妻俩下饭馆	对吃对喝
夫妻推磨	尽绕圈子；绕圈子
伏天的蝈蝈	叫得欢
伏天的烂鱼	臭货；肮脏货
伏天的太阳	毒极了
扶不上树的鸭子	贱骨头
扶起篱笆就是墙	不牢靠
扶着醉汉过破桥	上晃下摇
服务员上茶	和盘托出
浮在水面上的草	无依无靠
斧砍三江水	不断流
斧头劈水	白费力气
斧头凿木	一物降一物
釜底抽薪	奄奄一息（熄）
父子猜拳	爷俩好
父子观虎斗	大惊小怪
富贵人家的小姐	弱不禁风
腹中容不得一根毛	肚量小
旮旯里藏毒蛇	不露头
嘎小子买烧鸡	闹了个大窝脖
盖房请来箍桶匠	找错了人
盖了九床被子做美梦	想不透
盖了三年的破被	老套子
干草点灯	十有九空
干池塘里的青蛙	盼下雨
干打雷不下雨	虚张声势
干地拾鱼	白拣
干旱的庄稼	熟得早
干河沟的鱼	跑不了
干河滩里露牡丹	好景不长
干活打瞌睡	迷迷糊糊
干辣椒	串起来了
干萝卜缨熬汤	乏味；淡而无味
干墨鱼摆阵仗	弥天大谎
干塘里的鲤鱼	没有几天蹦头；蹦达不了几天
干塘里的泥鳅	滑不到哪里去
干塘抓野鱼	人人有份
干鱼肚里寻胆	少见；少有
甘露寺里的刘备	安然无恙
甘蔗拔节	一节也不通
甘蔗当烟囱	不通气
甘蔗地里长草	荒唐（糖）
甘蔗地里栽葱	比人家矮一截
甘蔗林里种香瓜	从头甜到脚
甘蔗命	吃一节算一节
甘蔗皮编席子	甜蜜（密）
甘蔗支危房	不顶用；不顶事
肝脏的兄弟	窝囊废（肺）
赶场带相亲	一举两得
赶场走进死胡同	行不通；走不通
赶场做买卖	随行就市
赶车不拿鞭子	拍马屁
赶车的过泥塘	轱辘进去了
赶狗入死巷	反咬一口
赶鸡下河	硬往死里逼
赶脚的不问道	路子对头
赶脚的骑驴	只图眼前快活
赶龙王下海	巴不得
赶马车的打响鞭	虚张声势
赶马车人的草料袋	草包
赶庙会失孩子	活丢人
赶牛进鸡舍	门路不对
赶牛下崖	往死路上逼
赶牛下崖	硬往死里逼
赶鸭子上坡	各顾各（咯咕咯）
赶鸭子上树	办不到；没法办
赶着绵羊上火焰山	硬往死里逼
赶着牛车拉大粪	送死（屎）
赶着王母娘娘叫大姑	想沾点仙气
橄榄屁股	坐不稳；坐不住
擀面杖吹火	一窍不通
擀面杖打飞机	高不可攀
擀面杖分长短	大小各有用场
擀面杖灌米汤	滴水不进
擀面杖升云天	诽谤（飞棒）
擀面杖钻石关	纹丝不动
刚备鞍的马驹	挨鞭子的日子到了
刚扯帆就遇顶头风	出师不利
刚出壳的小鸡	翅膀不硬
刚出炉的纯钢	宁折不弯
刚出炉的铁	心底纯正
刚出山的太阳	红光满面
刚出生的娃娃	没见过世面
刚出水的虾子	活蹦乱跳
刚出土的黄连	苦苗苗
刚逮住的鲤鱼	乱蹦乱跳
刚飞的鸟儿	不知高低
刚揭盖的蒸笼	热气腾腾
刚结婚的黄花女	羞羞答答
刚进庙的和尚念佛经	现学现唱
刚落地的雨水	浑浊不清
刚买来的马	难合群；不合群
刚扭的苦瓜	苦极了
刚上蒸笼的馒头	面生
刚摘的黄瓜	一时鲜
缸里点灯	照里不照外
缸里盛酒	不在乎（壶）
缸中倒豆	不藏不掖
钢板上钉钉	硬过硬
钢刀落肚	割心肠
钢丝穿豆腐	没法提；提不得；别提了
钢丝绳穿针	难通过；通不过
钢针屁股上的眼	只认衣衫不认人
钢珠落玉盘	当当响；响当当
高飞的鸟儿遇老鹰	凶多吉少
高个子跌跤	差（叉）得远
高个子走到屋檐下	不得不低头
高级合金钢	过得硬；够硬
高举拳头轻轻放	手下留情
高梁秆儿拴骡子	拉倒
高梁秆做鞭杆	经不起摔打
高梁秆做磨棍	有劲使不上
高梁秆做梯子	上不去
高粱地里打阳伞	难顶难撑
高粱地里栽葱	矮一截子
高粱地里种玉米	秋后见高低
高粱秆上结茄子	不可思议
高粱秆挑水	担当不起
高粱秆推磨子	玩不转
高粱秆做眼镜	空架子
高粱撒在麦子地	杂种
高俅当太尉	一步登天
高山顶上搭台子	高高在上
高山顶上放风筝	起点高
高山砌屋	图风流
高山上的青松	根子硬；四季常青
高山上的雪莲	一尘不染
高山上滚石头	永不回头
高山头种辣椒	红到顶了
高山有好水，平地有好花	各有所长
高射炮打坦克	水平太低
高射炮的眼睛	向上看
高速公路	通行无阻；畅通无阻
高兴得四脚爬地	得意忘形
高音喇叭掉井里	哇啦不上来了
稿子写到边	不够格
戈壁滩上的黄沙	无穷无尽
戈壁滩上的石头	明摆着
戈壁滩上找泉水	难极了
疙瘩饼子送闺女	实心实意
哥俩并坐	亲密无间
哥俩坐班房	难兄难弟
胳膊弯里打凉扇	两袖清风
胳膊窝里夹皮球	气胀人
胳膊肘	朝里弯；往里拐
胳膊肘里灌醋	酸溜溜的
胳肢窝里夹耗子	冒充打猎人
鸽子光拣高门楼飞	忘本
割韭菜，剥黄麻	一码是一码
割韭菜不用镰刀	胡扯
割了猫尾巴拌猫食	自己吃自己
割麦不用镰刀	连根拔
割麦刮大风	一团糟
割下鼻子换面吃	不要脸
搁浅的船	进退两难
歌俩上京城	同奔前程
革鞋无样	边打边像
蛤蟆吃黄蜂	倒挨一锥
蛤蟆打饱嗝	气胀的
蛤蟆带笼头	好大的脸皮
蛤蟆戴帽子	充矮胖子
蛤蟆荡秋千	摆不起来
蛤蟆的眼睛	突出
蛤蟆的嘴	唱不出好歌
蛤蟆顶桌子	自不量力；不自量
蛤蟆挂铃铛	吵闹不休
蛤蟆过河	一鼓作气
蛤蟆蝌子害头痛	浑身是病
蛤蟆爬上樱桃树	想吃高味
蛤蟆晒肚	仰面朝天
蛤蟆生气	干鼓肚
蛤蟆跳到牛背上	自以为大
蛤蟆跳井	不懂（扑通）
蛤蟆跳台阶	又蹲屁股又伤脸
蛤蟆吞西瓜	难下口
蛤蟆想吞天	好大的口气
蛤蟆追兔子	差得远；差远了
蛤蟆嘴底下落苍蝇	白送一口肉；送来的口食
蛤蟆坐轿子	不识抬举
隔壁美妇人	爱不得
隔长江抛媚眼	无人理会
隔肚皮估仔女	难猜
隔沟看见鸭吃谷	干瞪眼；白瞪眼
隔黄河送秋波	没人领情；不领情
隔门缝吹喇叭	名（鸣）声在外
隔年的臭虫	瘪了
隔年的春联	没用处；无用；没得用
隔年的黄豆	不进油盐；油盐不进
隔年的鸡子儿	坏蛋
隔年的馒头	早发了
隔墙点灯	谁也不沾谁的光
隔墙果子分外甜	人家的好
隔墙看花	伸不得手
隔墙扔簸箕	反复不定
隔墙扔孩子	丢人
隔墙扔盒子	非（飞）礼
隔墙扔五脏	死心踏地
隔日的传票	盯（钉）上了
隔山打鸟	见者有份
隔山放羊	一辈子不见畜牲面
隔山攻道	各有其法
隔山买牛	两不见面
隔宿猪头	冷脸
隔外套搔痒	不过瘪
隔夜的馊饭	要不得
隔夜的鱼眼	红得发紫
隔着玻璃窗亲嘴	里应外合
隔着玻璃看戏	一眼看穿
隔着窗户咬耳朵	偏听偏言
隔着河摆手	承情不过
隔着井跳河	舍近求远
隔着门缝看吕洞宾	小看贤（仙）人
隔着筛子看人	把人看零散了
隔着山头吹喇叭	对不上号
隔着山头拉手	差得远；差远了
各米下各锅	哪个怕哪个
虼蚤的脾气	一碰就跳
给白人戴黑帽人	诬赖好人
给刺儿头理发	难题（剃）
给老虎医病	提心吊胆
给神主剃头	羞（修）先人
给下山虎开路	头号帮凶
跟狗交朋友	离了吃喝不行
跟和尚借梳子	强人所难
跟诸葛亮学本事	能掐会算
跟着猴子会钻圈	学坏了
跟着老爷喝酒	沾光
跟着秃子走路	沾光
跟着巫师做神汉	学坏了
跟着英雄学好样	跟着啥人学啥人
更夫打瞌睡	白吃干饭
耕地里甩鞭子	吹（催）牛
工地上打夯	靠猛劲
公共厕所里响地雷	激起公愤（粪）
公共汽车过站头	一靠就走
公鸡戴帽子	官（冠）上加官（冠）
公鸡飞上屋脊	到顶了；唱高调
公鸡头上插鹅毛	一语（羽）双关（冠）
公鸡下蛋猫咬狗	不可思议
公鸡钻篱笆	进退两难
公鸡钻灶	官燎（冠燎）
公牛打架	有闯（撞）劲
公孙并坐	大小不分
公羊不羔	没指望
公要馄饨婆要面	众口难调
公子娶小姐	两相配
公子重耳拾破烂	饱不充饥
狗背上贴膏药	两不沾（粘）；毛病
狗长犄角	装佯（羊）
狗扯羊肠	越扯越长
狗吃芥末（调味品，味辣〕	干瞪眼；白瞪眼
狗吃麻花	干脆；干干脆脆
狗吃青草	装佯（羊）
狗吃王八	找不到头
狗打哈哈	一张臭嘴
狗逮老鼠猫看家	反常
狗戴箩筐	藏头露尾
狗逗鸭子	呱呱叫
狗吠月亮	少见多怪
狗喝凉水	耍舌头
狗黑子跑到戏台上	当面出丑
狗见了主人	摇头摆尾
狗啃骨头	津津有味
狗啃麦根	装佯（羊）
狗啃石狮子	不可思议
狗啃象	不自量
狗脸上长毛	翻脸不认人
狗撵耗子	多管闲事
狗撵鸭子	呱呱叫
狗怕棍子牛怕鞭	一物降一物
狗皮帽子	没反正
狗皮袜头儿	没大没小
狗屁股塞黄豆	一窍不通
狗撒皮袄	乱扯；胡扯
狗上锅台	不识抬举
狗舔空沙罐	乏味；淡而无味
狗舔猫鼻子	不存好心；居心不良
狗舔磨台	空转一圈；瞎转悠
狗舔油	一扫光
狗挑门帘	露一鼻子
狗偷热油粑	又爱又怕
狗头摆在餐桌上	不相称
狗头长角	出洋（羊）相
狗头军师	出不了好主意；尽出鬼点子
狗头上插花	配不上；不配
狗头上戴眼镜	装人样
狗吐舌头	热得很
狗腿子进村	四邻不安
狗吞辣椒	够呛
狗尾巴上的露水	一甩就脱
狗掀门帘	全仗一张嘴
狗熊戴礼帽	装大人物
狗熊弹琴	没音
狗熊见了刺谓	奈何不得；无可奈何
狗熊拉磨子	不听招呼
狗熊爬树	上劲；天下奇闻；无奇不有
狗熊请客	没人上门
狗熊耍门棍	人熊家伙笨
狗熊吸烟	少见多怪
狗熊捉麻雀	瞎扑打
狗眼看人	咬穷不咬官
狗咬包子	露馅
狗咬秤砣	好硬的嘴；嘴硬
狗咬锻磨的	找着挨锤；找锤
狗咬赶猪的	挨鞭子的货
狗咬耗子	假积极；多管闲事
狗咬回头食	反扑
狗咬吉普车	少见多怪
狗咬老鹰	差得远；差远了
狗咬雷公	惹天祸
狗咬吕洞宾	不识好人心
狗咬门板	吃不开
狗咬屁股	肯定（啃腚）
狗咬旗杆	不知高低
狗咬日头	狂妄（汪）
狗咬瓦片	满嘴词（瓷）
狗咬尾巴	团团转
狗咬粽子	解不开；不解
狗走千里吃屎，狼行千里吃肉	本性
狗嘴巴上贴对联	没门；无门
狗嘴里的骨头	没多大油水；油水不大
狗嘴里丢骨头	投其所好 
姑娘爱花，小子爱炮	各有所好；各人所好
姑娘的线蛋子	有头绪
姑娘绣荷包	专心致志
孤独的羔羊	无娘的崽
孤儿院下棋	穷快活；穷作乐
孤军误入口袋阵	好进难出
孤老头子光棍儿子	相依为命
孤子遇亲人	喜出望外
箍桶匠的本领	成人方圆
箍桶匠修撮箕	分外事
古董店里的老板	眼里识货
古董店里的老鼠	碰不得
古董贩子	眼里识货
古董摊上的东西	尽卖高价
古坟里的字画	该表（裱）了
古坟里起烟	鬼火直冒
古庙里的旗杆	独一无二；老光棍
古曲演奏	老调重弹
古篆碑额	难理会
谷糠擦屁股	不利索
谷糠搓绳	搭不上手；难合股
谷糠蒸窝头	捏不拢；难捏合
谷子地里长高梁	冒尖；出人头地
谷子地里长玉米	突出
谷子里的石头	甩了
股底下坐火箭	蹿几啦
牯牛拼命	勾心斗角
牯牛身上拔根毛	微不足道；微乎其微；不觉得
牯牛陷在泥潭里	进退两难
骨头埂在喉咙里	吞不下，吐不出
骨头里熬油	难得；得之不易
鼓肚蛤蟆钻喇叭	忍气吞声
鼓上安电扇	吹牛皮
故宫里插杨柳	树（竖）不起来
顾上烧火，顾不得翻锅	手忙脚乱
瓜地里挑瓜	挑得眼花
瓜地里选瓜	越看眼越花
瓜熟蒂落	时机成熟
瓜藤绕到豆棚上	纠缠不清
瓜子敬客	一点心
瓜子去了皮	心上人（仁）
瓜子虽小	是人（仁）心
刮大风穿绸衫	抖起来了
刮风扫地，下雨泼街	假积极
刮风扫地	假积极；多余
寡妇打孩子	舍不得
寡妇进当铺	要人没人，要钱没钱
寡妇卖孩子	最后一着
寡妇上坟	哭天抹泪
寡妇选郎	随心所欲
挂起犁杖当钟敲	穷得丁当响
挂娃看戏	欢天喜地
挂着腊肉吃斋	难熬
挂着蚊帐点蚊香	多余
挂着羊头卖狗肉	言行不一
拐杖吹火	一窍不通
拐子追马	望尘莫及
关灯打婆娘	暗里使劲；使暗劲
关帝庙里找美髯公	保你不扑空
关东大侠	气概非凡
关公脖子挂葫芦	脸红脖子粗
关公打喷嚏	自我吹嘘（须）
关公当木匠	大刀阔斧
关公斗李逵	大刀阔斧
关公开刀铺	货真价实
关公流鼻血	红上加红
关公卖豆腐	人强货不硬
关公面前要大刀	不自量
关公舞大刀	拿手好戏
关公在曹营	心不在焉
关公战秦琼	乱了朝代；挨不上
关公走麦城	最后一着；死到临头
关进笼里的狗熊	团团转
关进笼子里的猴子	抓耳挠腮
关老爷赴宴	单刀直入
关老爷看《春秋》	一目了然
关了闸的喇叭	一声不响
关门踩高跷	自看自高
关门唱山歌	自我欣赏
关门炒辣椒	够呛
关门打狗	没跑；跑不了；走投无路；死挨揍
关门打叫花子	拿穷人开心
关门打锣	名（鸣）声在外
关门打拳	里手
关门打瞎子	没跑；跑不了
关门过日子	自家知底细
关门挤了鼻子	碰了个巧茬
关门骂皇帝	家里横；不起作用
关门摸瞎子	没跑；跑不了
关门养虎	后患无穷
花生壳，大蒜皮	一层管一层
花生米掉锅里	熟人（仁）
花头鸡	惹事多
花心萝卜充人参	冒牌货
花眼婆绣花	模糊不清；看不清
花针对麦芒	尖对尖
花子进庙	穷祷告
花子婆娘翻跟头	穷折腾
花子早起	穷忙
华容道上放曹操	不忘旧情
华佗当医生	名副其实
华佗行医	名不虚传
化浓的疖子	不攻自破
化装表演	改头换面
画笔敲敲	有声有色
画虎不成反类犬	弄巧成拙
画匠不给神作揖	知道你是哪块地里有呢
画里的大饼	不能充饥
画面上的酒菜	叫人眼饱肚饥
画上的春牛	中看不中用
画上的马	不见起（骑）
画上的美人儿	爱不得
画上的元宝	不值钱的货
画蛇添足	多此一举
桦木拐杖	宁折不弯
怀臭求芳	不可多得
怀揣火炉	热心
怀揣雪人	寒心
怀儿婆的口粮	两人一份
怀里揣刀子	不存好心；居心不良
怀里揣黄连	辛（心）苦
怀里揣镜子	心里明亮
怀里揣马勺	诚（盛）心
槐树上要枣吃	强人所难
槐树下弹琴	苦中作乐；苦中取乐
坏鬼军师	专出坏主意
换汤不换药	老一套
皇帝补皮鞋	难逢（缝）
皇帝出朝	驾到
皇帝出宫	前呼后拥
皇帝打架	争天下
皇帝的交椅	至高无上
皇帝的妈妈	太厚（后）
皇帝老爷发酒疯	咋说咋有理
皇帝剃光头	不要王法（发）
皇上吃窝头	装穷
皇上拍桌子	盛（圣）怒
皇上下令	一言为定 
黄豆地里的西瓜	数它大
黄豆切细丝	功夫到家了
黄豆煮豆腐	父子相认
黄飞虎战关云长	刀对刀
黄盖挨板子	自讨的；自觉自愿
黄狗当马骑	胡来
黄瓜拉秧	塌子架
黄瓜敲木钟	一声不响
黄河决了口	滔滔不绝；一泻千里
黄河里的水	说不清；难清
黄鹤楼上看翻船	幸灾乐祸
黄鹤楼上看行人	把人看矮了
黄昏时的燕子	不想高飞
黄酱掉在裤裆里	不是死（屎），也是死（屎）
黄连拌生姜	辛苦了
黄连炒猪头	苦了大嘴
黄连泡茶	自讨苦吃
黄连树上雕字	刻苦
黄连树上结糖梨	甜果都从苦根来
黄连树下吃桂圆	苦中有甜
黄连树下喊上帝	叫苦连天
黄连树下种苦瓜	苦生苦长
黄连水里煮汤圆	又苦又甜
黄连水洗头	苦恼（脑）
黄毛娃娃坐上席	人小辈大
黄泥巴做馍馍	土包子
黄牛打喷嚏	笨嘴拙舌
黄牛的肚子	草包
黄牛拉磨	慢工出细活
黄牛落水	各顾各
黄牛咬黄连	吃苦耐劳
黄沙里搀水泥	合在一起干
黄鳝爬犁头	狡滑（绞铧）
黄鳝上沙滩	不死一身残
黄鼠狼拜狐狸	一个更比一个坏
黄鼠狼背兔子	力不从心；力不能及；心有余而力不足
